Order ID,Date,Product,Category,Region,Customer,Quantity,Unit Price,Revenue
2013,2024-05-04,Standing Desk,Furniture,East,Customer 29,1,345.04,345.04
2014,2024-05-04,Pen Pack,Stationery,South,Customer 14,1,7.86,7.86
2015,2024-05-05,Whiteboard,Stationery,Central,Customer 47,5,65.26,326.3
2016,2024-05-05,USB-C Hub,Electronics,Central,Customer 58,6,42.99,257.94
2017,2024-05-05,Webcam HD,Electronics,East,Customer 13,5,63.76,318.8
2018,2024-05-05,Filing Cabinet,Furniture,North,Customer 5,5,145.17,725.85
2019,2024-05-05,Notebook Set,Stationery,East,Customer 56,6,11.61,69.66
2020,2024-05-05,Mechanical Keyboard,Electronics,West,Customer 15,1,82.72,82.72
2021,2024-05-05,Notebook Set,Stationery,East,Customer 32,5,13.73,68.65
2022,2024-05-05,Bluetooth Speaker,Electronics,West,Customer 36,5,50.71,253.55
2023,2024-05-05,Filing Cabinet,Furniture,East,Customer 22,1,136.49,136.49
2024,2024-05-05,Pen Pack,Stationery,East,Customer 23,4,8.69,34.76
2025,2024-05-06,Webcam HD,Electronics,Central,Customer 18,3,67.13,201.39
2026,2024-05-06,Wireless Mouse,Electronics,North,Customer 36,6,24.11,144.66
2027,2024-05-06,Standing Desk,Furniture,South,Customer 6,2,328.27,656.54
2028,2024-05-06,Filing Cabinet,Furniture,South,Customer 27,4,154.53,618.12
2029,2024-05-06,Office Chair,Furniture,Central,Customer 22,5,168.87,844.35
2030,2024-05-06,Pen Pack,Stationery,Central,Customer 35,5,7.46,37.3
2031,2024-05-06,Webcam HD,Electronics,Central,Customer 59,2,78.1,156.2
2032,2024-05-06,USB-C Hub,Electronics,South,Customer 42,4,45.96,183.84
2033,2024-05-07,Bluetooth Speaker,Electronics,North,Customer 12,2,53.87,107.74
2034,2024-05-07,Desk Lamp,Furniture,West,Customer 27,2,48.68,97.36
2035,2024-05-07,Standing Desk,Furniture,East,Customer 10,4,380.24,1520.96
2036,2024-05-07,Office Chair,Furniture,Central,Customer 40,1,167.92,167.92
2037,2024-05-07,Standing Desk,Furniture,South,Customer 15,5,364.62,1823.1
2038,2024-05-07,Webcam HD,Electronics,West,Customer 9,1,69.29,69.29
2039,2024-05-07,Whiteboard,Stationery,South,Customer 55,5,61.03,305.15
2040,2024-05-08,Notebook Set,Stationery,South,Customer 3,4,12.22,48.88
2041,2024-05-09,Notebook Set,Stationery,South,Customer 48,1,13.58,13.58
2042,2024-05-09,Webcam HD,Electronics,West,Customer 56,2,76.26,152.52
2043,2024-05-09,Bluetooth Speaker,Electronics,South,Customer 28,4,58.96,235.84
2044,2024-05-09,Notebook Set,Stationery,East,Customer 26,1,12.62,12.62
2045,2024-05-09,Bluetooth Speaker,Electronics,North,Customer 34,6,57.36,344.16
2046,2024-05-09,Mechanical Keyboard,Electronics,South,Customer 34,4,86.21,344.84
2047,2024-05-09,Whiteboard,Stationery,West,Customer 34,4,68.76,275.04
2048,2024-05-09,Webcam HD,Electronics,East,Customer 50,1,66.32,66.32
2049,2024-05-09,Standing Desk,Furniture,North,Customer 45,4,329.57,1318.28
2050,2024-05-10,Whiteboard,Stationery,North,Customer 47,2,60.95,121.9
2051,2024-05-10,Whiteboard,Stationery,Central,Customer 9,1,56.7,56.7
2052,2024-05-10,Notebook Set,Stationery,West,Customer 38,4,11.77,47.08
2053,2024-05-10,Filing Cabinet,Furniture,East,Customer 45,2,168.1,336.2
2054,2024-05-10,Webcam HD,Electronics,North,Customer 6,6,76.94,461.64
2055,2024-05-10,Mechanical Keyboard,Electronics,Central,Customer 46,6,86.05,516.3
2056,2024-05-10,Notebook Set,Stationery,South,Customer 25,6,13.17,79.02
2057,2024-05-11,Whiteboard,Stationery,East,Customer 37,4,54.66,218.64
2058,2024-05-11,Webcam HD,Electronics,North,Customer 27,2,65.84,131.68
2059,2024-05-11,Standing Desk,Furniture,East,Customer 41,3,378.89,1136.67
2060,2024-05-12,USB-C Hub,Electronics,North,Customer 40,1,44.99,44.99
2061,2024-05-12,Standing Desk,Furniture,Central,Customer 52,1,355.13,355.13
2062,2024-05-13,Wireless Mouse,Electronics,Central,Customer 43,5,28.02,140.1
2063,2024-05-13,Pen Pack,Stationery,Central,Customer 1,4,8.02,32.08
2064,2024-05-13,Office Chair,Furniture,South,Customer 4,5,174.52,872.6
2065,2024-05-13,USB-C Hub,Electronics,South,Customer 55,2,36.55,73.1
2066,2024-05-13,Wireless Mouse,Electronics,East,Customer 59,6,26.11,156.66
2067,2024-05-13,Mechanical Keyboard,Electronics,South,Customer 44,1,78.81,78.81
2068,2024-05-14,Standing Desk,Furniture,Central,Customer 51,5,372.83,1864.15
2069,2024-05-14,Whiteboard,Stationery,East,Customer 60,2,68.49,136.98
2070,2024-05-14,Wireless Mouse,Electronics,West,Customer 53,1,27.3,27.3
2071,2024-05-14,Mechanical Keyboard,Electronics,West,Customer 9,4,94.42,377.68
2072,2024-05-15,Mechanical Keyboard,Electronics,West,Customer 34,6,94.76,568.56
2073,2024-05-15,Office Chair,Furniture,Central,Customer 47,6,171.41,1028.46
2074,2024-05-15,Webcam HD,Electronics,Central,Customer 60,5,80.28,401.4
2075,2024-05-15,Filing Cabinet,Furniture,East,Customer 34,3,151.01,453.03
2076,2024-05-15,Bluetooth Speaker,Electronics,Central,Customer 32,5,54.37,271.85
2077,2024-05-15,Whiteboard,Stationery,South,Customer 57,6,63.48,380.88
2078,2024-05-15,Bluetooth Speaker,Electronics,North,Customer 8,2,59.24,118.48
2079,2024-05-16,Wireless Mouse,Electronics,South,Customer 52,4,26.41,105.64
2080,2024-05-16,Bluetooth Speaker,Electronics,Central,Customer 52,4,55.19,220.76
2081,2024-05-16,Webcam HD,Electronics,East,Customer 17,2,63.2,126.4
2082,2024-05-16,Mechanical Keyboard,Electronics,North,Customer 8,3,82.88,248.64
2083,2024-05-17,Webcam HD,Electronics,Central,Customer 2,3,68.97,206.91
2084,2024-05-17,USB-C Hub,Electronics,West,Customer 59,2,39.31,78.62
2085,2024-05-17,Pen Pack,Stationery,West,Customer 58,1,8.49,8.49
2086,2024-05-17,Whiteboard,Stationery,North,Customer 54,3,60.94,182.82
2087,2024-05-17,Whiteboard,Stationery,Central,Customer 35,3,62.47,187.41
2088,2024-05-17,Wireless Mouse,Electronics,East,Customer 5,2,26.11,52.22
2089,2024-05-17,USB-C Hub,Electronics,West,Customer 41,3,44.41,133.23
2090,2024-05-18,Whiteboard,Stationery,Central,Customer 8,2,62.56,125.12
2091,2024-05-18,Standing Desk,Furniture,East,Customer 27,6,390.06,2340.36
2092,2024-05-18,Mechanical Keyboard,Electronics,East,Customer 14,4,95.14,380.56
2093,2024-05-18,Whiteboard,Stationery,North,Customer 50,3,56.63,169.89
2094,2024-05-18,Office Chair,Furniture,West,Customer 58,1,181.97,181.97
2095,2024-05-19,Whiteboard,Stationery,Central,Customer 20,2,56.85,113.7
2096,2024-05-19,Desk Lamp,Furniture,Central,Customer 44,2,49.16,98.32
2097,2024-05-19,USB-C Hub,Electronics,Central,Customer 8,2,43.25,86.5
2098,2024-05-19,Wireless Mouse,Electronics,Central,Customer 56,3,28.33,84.99
2099,2024-05-19,Mechanical Keyboard,Electronics,Central,Customer 50,3,86.42,259.26
2100,2024-05-19,Webcam HD,Electronics,East,Customer 41,6,68.47,410.82
2101,2024-05-19,Office Chair,Furniture,Central,Customer 21,3,171.02,513.06
2102,2024-05-19,Pen Pack,Stationery,East,Customer 8,6,7.44,44.64
2103,2024-05-20,Wireless Mouse,Electronics,Central,Customer 23,5,26.0,130.0
2104,2024-05-20,Whiteboard,Stationery,East,Customer 37,3,58.07,174.21
2105,2024-05-20,Office Chair,Furniture,East,Customer 35,2,165.21,330.42
2106,2024-05-20,Pen Pack,Stationery,North,Customer 7,1,7.46,7.46
2107,2024-05-21,Notebook Set,Stationery,Central,Customer 58,1,11.06,11.06
2108,2024-05-21,Bluetooth Speaker,Electronics,Central,Customer 23,6,61.0,366.0
2109,2024-05-21,Standing Desk,Furniture,Central,Customer 6,3,386.53,1159.59
2110,2024-05-21,Pen Pack,Stationery,West,Customer 7,5,7.46,37.3
2111,2024-05-21,Pen Pack,Stationery,West,Customer 31,3,8.57,25.71
2112,2024-05-21,Office Chair,Furniture,East,Customer 59,2,168.47,336.94
2113,2024-05-22,Desk Lamp,Furniture,East,Customer 51,4,42.56,170.24
2114,2024-05-22,Desk Lamp,Furniture,North,Customer 23,4,45.98,183.92
2115,2024-05-22,Pen Pack,Stationery,East,Customer 39,4,8.89,35.56
2116,2024-05-22,Bluetooth Speaker,Electronics,North,Customer 21,2,56.48,112.96
2117,2024-05-23,Whiteboard,Stationery,West,Customer 26,6,55.06,330.36
2118,2024-05-23,Bluetooth Speaker,Electronics,South,Customer 31,4,52.78,211.12
2119,2024-05-23,Notebook Set,Stationery,Central,Customer 28,1,11.82,11.82
2120,2024-05-23,Notebook Set,Stationery,South,Customer 12,5,13.16,65.8
2121,2024-05-24,Webcam HD,Electronics,Central,Customer 54,6,64.36,386.16
2122,2024-05-24,Pen Pack,Stationery,Central,Customer 7,1,8.38,8.38
2123,2024-05-24,Pen Pack,Stationery,Central,Customer 7,2,7.82,15.64
2124,2024-05-24,Webcam HD,Electronics,West,Customer 42,5,76.5,382.5
2125,2024-05-25,Webcam HD,Electronics,Central,Customer 58,1,64.58,64.58
2126,2024-05-25,Webcam HD,Electronics,West,Customer 35,1,76.25,76.25
2127,2024-05-25,Standing Desk,Furniture,South,Customer 44,4,368.86,1475.44
2128,2024-05-25,Desk Lamp,Furniture,East,Customer 59,3,46.92,140.76
2129,2024-05-26,Notebook Set,Stationery,North,Customer 38,6,13.75,82.5
2130,2024-05-26,Wireless Mouse,Electronics,South,Customer 55,5,28.67,143.35
2131,2024-05-26,Standing Desk,Furniture,North,Customer 1,1,347.31,347.31
2132,2024-05-27,Filing Cabinet,Furniture,East,Customer 56,5,165.78,828.9
2133,2024-05-27,Wireless Mouse,Electronics,East,Customer 46,2,25.2,50.4
2134,2024-05-27,Notebook Set,Stationery,South,Customer 31,4,11.94,47.76
2135,2024-05-27,USB-C Hub,Electronics,East,Customer 54,2,41.55,83.1
2136,2024-05-28,Notebook Set,Stationery,South,Customer 9,2,11.67,23.34
2137,2024-05-28,Wireless Mouse,Electronics,West,Customer 43,1,26.55,26.55
2138,2024-05-28,Notebook Set,Stationery,West,Customer 56,2,11.05,22.1
2139,2024-05-28,Pen Pack,Stationery,South,Customer 30,6,8.41,50.46
2140,2024-05-29,Whiteboard,Stationery,East,Customer 15,4,62.28,249.12
2141,2024-05-29,USB-C Hub,Electronics,South,Customer 46,4,42.05,168.2
2142,2024-05-29,Whiteboard,Stationery,East,Customer 3,3,60.16,180.48
2143,2024-05-29,Wireless Mouse,Electronics,Central,Customer 31,5,25.52,127.6
2144,2024-05-30,Filing Cabinet,Furniture,East,Customer 30,1,140.33,140.33
2145,2024-05-30,Whiteboard,Stationery,South,Customer 31,1,61.85,61.85
2146,2024-05-30,Webcam HD,Electronics,Central,Customer 52,6,74.62,447.72
2147,2024-05-30,Bluetooth Speaker,Electronics,Central,Customer 50,3,57.93,173.79
2148,2024-05-31,Wireless Mouse,Electronics,Central,Customer 47,4,25.34,101.36
2149,2024-05-31,Desk Lamp,Furniture,East,Customer 19,4,44.47,177.88
2150,2024-05-31,USB-C Hub,Electronics,East,Customer 47,1,42.95,42.95
2151,2024-06-01,Bluetooth Speaker,Electronics,South,Customer 37,3,50.34,151.02
2152,2024-06-01,Wireless Mouse,Electronics,Central,Customer 2,6,28.69,172.14
2153,2024-06-01,Standing Desk,Furniture,East,Customer 17,4,322.22,1288.88
2154,2024-06-01,USB-C Hub,Electronics,North,Customer 48,5,38.81,194.05
2155,2024-06-01,Mechanical Keyboard,Electronics,South,Customer 43,5,80.21,401.05
2156,2024-06-01,Pen Pack,Stationery,South,Customer 32,3,8.82,26.46
2157,2024-06-01,USB-C Hub,Electronics,North,Customer 10,5,44.62,223.1
2158,2024-06-02,Bluetooth Speaker,Electronics,West,Customer 50,2,61.02,122.04
2159,2024-06-02,Notebook Set,Stationery,South,Customer 14,2,12.78,25.56
2160,2024-06-02,Bluetooth Speaker,Electronics,East,Customer 49,6,61.08,366.48
2161,2024-06-02,Mechanical Keyboard,Electronics,East,Customer 31,1,80.06,80.06
2162,2024-06-02,Filing Cabinet,Furniture,West,Customer 31,5,143.76,718.8
2163,2024-06-02,Standing Desk,Furniture,East,Customer 60,2,361.41,722.82
2164,2024-06-02,Pen Pack,Stationery,North,Customer 7,4,8.56,34.24
2165,2024-06-03,Whiteboard,Stationery,Central,Customer 59,6,59.31,355.86
2166,2024-06-03,Webcam HD,Electronics,North,Customer 17,3,68.86,206.58
2167,2024-06-03,Webcam HD,Electronics,South,Customer 47,5,69.85,349.25
2168,2024-06-04,Webcam HD,Electronics,South,Customer 21,5,76.48,382.4
2169,2024-06-04,Whiteboard,Stationery,North,Customer 27,1,64.09,64.09
2170,2024-06-04,Mechanical Keyboard,Electronics,South,Customer 47,5,78.71,393.55
2171,2024-06-04,Standing Desk,Furniture,North,Customer 4,3,331.89,995.67
2172,2024-06-04,Bluetooth Speaker,Electronics,Central,Customer 41,6,61.79,370.74
2173,2024-06-04,Mechanical Keyboard,Electronics,Central,Customer 9,6,96.85,581.1
2174,2024-06-04,Notebook Set,Stationery,South,Customer 58,6,13.09,78.54
2175,2024-06-05,Mechanical Keyboard,Electronics,North,Customer 41,6,80.42,482.52
2176,2024-06-05,Pen Pack,Stationery,East,Customer 17,3,8.74,26.22
2177,2024-06-05,USB-C Hub,Electronics,West,Customer 22,1,38.77,38.77
2178,2024-06-05,Wireless Mouse,Electronics,West,Customer 5,3,28.47,85.41
2179,2024-06-05,Pen Pack,Stationery,West,Customer 7,2,8.42,16.84
2180,2024-06-05,USB-C Hub,Electronics,North,Customer 59,5,43.69,218.45
2181,2024-06-05,Pen Pack,Stationery,North,Customer 37,6,7.72,46.32
2182,2024-06-06,Filing Cabinet,Furniture,West,Customer 10,3,164.15,492.45
2183,2024-06-06,Webcam HD,Electronics,West,Customer 18,6,63.02,378.12
2184,2024-06-06,USB-C Hub,Electronics,North,Customer 33,6,39.3,235.8
2185,2024-06-06,Filing Cabinet,Furniture,North,Customer 35,4,152.93,611.72
2186,2024-06-06,Office Chair,Furniture,West,Customer 8,1,179.3,179.3
2187,2024-06-07,Bluetooth Speaker,Electronics,East,Customer 26,5,62.36,311.8
2188,2024-06-07,Wireless Mouse,Electronics,East,Customer 35,6,28.73,172.38
2189,2024-06-07,Desk Lamp,Furniture,East,Customer 42,1,49.96,49.96
2190,2024-06-07,Office Chair,Furniture,South,Customer 20,2,186.95,373.9
2191,2024-06-07,Filing Cabinet,Furniture,East,Customer 32,4,168.62,674.48
2192,2024-06-07,Mechanical Keyboard,Electronics,North,Customer 13,6,85.81,514.86
2193,2024-06-08,Wireless Mouse,Electronics,West,Customer 5,6,28.73,172.38
2194,2024-06-08,Whiteboard,Stationery,West,Customer 2,6,58.62,351.72
2195,2024-06-08,Wireless Mouse,Electronics,North,Customer 26,3,22.85,68.55
2196,2024-06-08,Mechanical Keyboard,Electronics,West,Customer 44,2,93.65,187.3
2197,2024-06-08,Whiteboard,Stationery,North,Customer 3,2,65.12,130.24
2198,2024-06-08,Filing Cabinet,Furniture,Central,Customer 3,2,153.33,306.66
2199,2024-06-08,Office Chair,Furniture,North,Customer 58,6,191.2,1147.2
2200,2024-06-08,Standing Desk,Furniture,Central,Customer 5,1,354.92,354.92
2201,2024-06-09,Mechanical Keyboard,Electronics,South,Customer 5,1,87.06,87.06
2202,2024-06-09,Office Chair,Furniture,West,Customer 21,4,177.18,708.72
2203,2024-06-09,Mechanical Keyboard,Electronics,South,Customer 49,6,88.74,532.44
2204,2024-06-09,Wireless Mouse,Electronics,East,Customer 10,5,23.58,117.9
2205,2024-06-09,Notebook Set,Stationery,West,Customer 16,2,12.89,25.78
2206,2024-06-10,Bluetooth Speaker,Electronics,Central,Customer 25,1,51.33,51.33
2207,2024-06-10,USB-C Hub,Electronics,North,Customer 12,1,44.8,44.8
2208,2024-06-10,Mechanical Keyboard,Electronics,West,Customer 45,6,90.35,542.1
2209,2024-06-10,Pen Pack,Stationery,East,Customer 34,6,7.45,44.7
2210,2024-06-10,Pen Pack,Stationery,North,Customer 39,4,7.68,30.72
2211,2024-06-10,USB-C Hub,Electronics,East,Customer 23,6,41.0,246.0
2212,2024-06-10,Notebook Set,Stationery,Central,Customer 7,1,12.47,12.47
2213,2024-06-11,Bluetooth Speaker,Electronics,Central,Customer 15,3,61.36,184.08
2214,2024-06-11,Pen Pack,Stationery,South,Customer 8,6,8.52,51.12
2215,2024-06-11,USB-C Hub,Electronics,West,Customer 12,6,44.44,266.64
2216,2024-06-11,USB-C Hub,Electronics,East,Customer 19,6,45.23,271.38
2217,2024-06-11,Office Chair,Furniture,West,Customer 3,4,173.31,693.24
2218,2024-06-11,Mechanical Keyboard,Electronics,South,Customer 51,6,77.61,465.66
2219,2024-06-11,Wireless Mouse,Electronics,South,Customer 47,4,25.72,102.88
2220,2024-06-11,Pen Pack,Stationery,East,Customer 15,5,8.36,41.8
2221,2024-06-12,Mechanical Keyboard,Electronics,West,Customer 56,3,81.34,244.02
2222,2024-06-12,Office Chair,Furniture,Central,Customer 32,4,202.11,808.44
2223,2024-06-12,Wireless Mouse,Electronics,West,Customer 12,4,23.41,93.64
2224,2024-06-12,Notebook Set,Stationery,East,Customer 18,3,11.21,33.63
2225,2024-06-12,Office Chair,Furniture,North,Customer 18,3,167.72,503.16
2226,2024-06-12,USB-C Hub,Electronics,South,Customer 49,1,44.52,44.52
2227,2024-06-12,Desk Lamp,Furniture,Central,Customer 58,2,50.47,100.94
2228,2024-06-13,USB-C Hub,Electronics,North,Customer 27,5,45.7,228.5
2229,2024-06-13,Whiteboard,Stationery,West,Customer 54,4,66.93,267.72
2230,2024-06-13,Pen Pack,Stationery,South,Customer 16,3,7.23,21.69
2231,2024-06-13,Desk Lamp,Furniture,Central,Customer 10,4,47.02,188.08
2232,2024-06-13,Bluetooth Speaker,Electronics,West,Customer 47,1,55.24,55.24
2233,2024-06-13,Whiteboard,Stationery,North,Customer 29,1,60.39,60.39
2234,2024-06-13,Pen Pack,Stationery,West,Customer 14,2,7.37,14.74
2235,2024-06-14,USB-C Hub,Electronics,North,Customer 2,3,38.96,116.88
2236,2024-06-14,Pen Pack,Stationery,Central,Customer 48,6,7.81,46.86
2237,2024-06-15,Bluetooth Speaker,Electronics,South,Customer 56,1,62.93,62.93
2238,2024-06-15,Filing Cabinet,Furniture,West,Customer 46,4,141.94,567.76
2239,2024-06-15,Webcam HD,Electronics,East,Customer 34,1,78.06,78.06
2240,2024-06-15,Wireless Mouse,Electronics,Central,Customer 35,3,25.16,75.48
2241,2024-06-15,Bluetooth Speaker,Electronics,East,Customer 48,2,60.33,120.66
2242,2024-06-15,Wireless Mouse,Electronics,North,Customer 8,5,28.41,142.05
2243,2024-06-15,Notebook Set,Stationery,East,Customer 12,3,12.2,36.6
2244,2024-06-15,Webcam HD,Electronics,South,Customer 9,5,75.34,376.7
2245,2024-06-16,Desk Lamp,Furniture,Central,Customer 56,2,46.57,93.14
2246,2024-06-16,Filing Cabinet,Furniture,East,Customer 23,2,163.24,326.48
2247,2024-06-16,Standing Desk,Furniture,North,Customer 24,5,374.52,1872.6
2248,2024-06-16,Desk Lamp,Furniture,North,Customer 31,4,45.97,183.88
2249,2024-06-17,Filing Cabinet,Furniture,East,Customer 29,5,160.44,802.2
2250,2024-06-17,Bluetooth Speaker,Electronics,North,Customer 13,3,60.5,181.5
2251,2024-06-17,Pen Pack,Stationery,East,Customer 5,1,7.36,7.36
2252,2024-06-17,Mechanical Keyboard,Electronics,West,Customer 10,2,82.36,164.72
2253,2024-06-17,Office Chair,Furniture,West,Customer 44,5,204.84,1024.2
2254,2024-06-18,Whiteboard,Stationery,North,Customer 19,2,61.11,122.22
2255,2024-06-18,Office Chair,Furniture,Central,Customer 42,1,162.99,162.99
2256,2024-06-18,Desk Lamp,Furniture,East,Customer 32,4,47.01,188.04
2257,2024-06-19,Bluetooth Speaker,Electronics,West,Customer 30,6,59.08,354.48
2258,2024-06-19,Standing Desk,Furniture,South,Customer 51,5,326.55,1632.75
2259,2024-06-19,Standing Desk,Furniture,North,Customer 10,2,357.37,714.74
2260,2024-06-19,Desk Lamp,Furniture,South,Customer 46,3,45.63,136.89
2261,2024-06-19,Whiteboard,Stationery,South,Customer 11,3,56.73,170.19
2262,2024-06-19,Office Chair,Furniture,South,Customer 29,1,163.85,163.85
2263,2024-06-19,Standing Desk,Furniture,North,Customer 43,3,331.14,993.42
2264,2024-06-19,Desk Lamp,Furniture,South,Customer 35,3,42.16,126.48
2265,2024-06-20,Standing Desk,Furniture,West,Customer 50,1,395.54,395.54
2266,2024-06-20,USB-C Hub,Electronics,Central,Customer 33,4,45.28,181.12
2267,2024-06-20,Desk Lamp,Furniture,East,Customer 49,6,48.44,290.64
2268,2024-06-20,Bluetooth Speaker,Electronics,West,Customer 22,6,51.52,309.12
2269,2024-06-20,Filing Cabinet,Furniture,South,Customer 44,1,162.44,162.44
2270,2024-06-20,Whiteboard,Stationery,South,Customer 29,1,58.62,58.62
2271,2024-06-20,Desk Lamp,Furniture,South,Customer 38,1,44.17,44.17
2272,2024-06-21,Whiteboard,Stationery,South,Customer 2,2,65.72,131.44
2273,2024-06-21,Mechanical Keyboard,Electronics,North,Customer 33,5,94.55,472.75
2274,2024-06-21,Notebook Set,Stationery,Central,Customer 4,2,12.27,24.54
2275,2024-06-21,Webcam HD,Electronics,West,Customer 24,3,69.96,209.88
2276,2024-06-21,Notebook Set,Stationery,East,Customer 29,3,10.84,32.52
2277,2024-06-21,Whiteboard,Stationery,West,Customer 52,1,57.24,57.24
2278,2024-06-21,Pen Pack,Stationery,West,Customer 47,3,7.53,22.59
2279,2024-06-21,Notebook Set,Stationery,South,Customer 14,2,13.31,26.62
2280,2024-06-21,Standing Desk,Furniture,East,Customer 5,4,401.48,1605.92
2281,2024-06-21,Bluetooth Speaker,Electronics,East,Customer 27,4,50.72,202.88
2282,2024-06-22,USB-C Hub,Electronics,South,Customer 13,5,40.62,203.1
2283,2024-06-22,USB-C Hub,Electronics,East,Customer 54,4,38.89,155.56
2284,2024-06-22,Bluetooth Speaker,Electronics,South,Customer 2,3,56.29,168.87
2285,2024-06-22,Wireless Mouse,Electronics,West,Customer 8,2,24.14,48.28
2286,2024-06-22,Webcam HD,Electronics,West,Customer 59,6,78.62,471.72
2287,2024-06-22,Filing Cabinet,Furniture,East,Customer 32,6,144.18,865.08
2288,2024-06-22,Mechanical Keyboard,Electronics,Central,Customer 28,5,92.34,461.7
2289,2024-06-23,Standing Desk,Furniture,North,Customer 24,6,375.02,2250.12
2290,2024-06-23,Whiteboard,Stationery,South,Customer 38,6,62.63,375.78
2291,2024-06-23,Wireless Mouse,Electronics,South,Customer 23,2,24.5,49.0
2292,2024-06-23,USB-C Hub,Electronics,East,Customer 4,1,38.73,38.73
2293,2024-06-23,Standing Desk,Furniture,Central,Customer 13,3,361.34,1084.02
2294,2024-06-23,Webcam HD,Electronics,South,Customer 35,2,76.38,152.76
2295,2024-06-23,Desk Lamp,Furniture,East,Customer 18,3,49.8,149.4
2296,2024-06-23,Webcam HD,Electronics,Central,Customer 23,6,75.05,450.3
2297,2024-06-24,USB-C Hub,Electronics,West,Customer 27,1,37.37,37.37
2298,2024-06-24,Desk Lamp,Furniture,South,Customer 54,2,41.65,83.3
2299,2024-06-24,Office Chair,Furniture,Central,Customer 55,5,189.6,948.0
2300,2024-06-24,Whiteboard,Stationery,North,Customer 27,6,62.27,373.62
2301,2024-06-24,Pen Pack,Stationery,North,Customer 31,1,7.43,7.43
2302,2024-06-24,Desk Lamp,Furniture,West,Customer 57,3,48.27,144.81
2303,2024-06-24,Bluetooth Speaker,Electronics,East,Customer 2,5,60.0,300.0
2304,2024-06-24,Filing Cabinet,Furniture,South,Customer 45,1,143.34,143.34
2305,2024-06-24,Office Chair,Furniture,North,Customer 28,3,167.64,502.92
2306,2024-06-24,Filing Cabinet,Furniture,West,Customer 3,1,137.92,137.92
2307,2024-06-24,Office Chair,Furniture,Central,Customer 4,1,163.48,163.48
2308,2024-06-25,Pen Pack,Stationery,East,Customer 43,1,9.02,9.02
2309,2024-06-25,Wireless Mouse,Electronics,South,Customer 38,1,27.39,27.39
2310,2024-06-25,Office Chair,Furniture,South,Customer 55,2,192.18,384.36
2311,2024-06-25,Filing Cabinet,Furniture,South,Customer 55,3,170.58,511.74
2312,2024-06-25,Whiteboard,Stationery,North,Customer 7,6,63.19,379.14
2313,2024-06-25,Bluetooth Speaker,Electronics,East,Customer 11,1,56.77,56.77
2314,2024-06-25,Whiteboard,Stationery,South,Customer 59,1,68.6,68.6
2315,2024-06-26,Whiteboard,Stationery,South,Customer 29,6,61.12,366.72
2316,2024-06-26,Webcam HD,Electronics,West,Customer 28,1,66.16,66.16
2317,2024-06-26,Office Chair,Furniture,East,Customer 8,5,172.24,861.2
2318,2024-06-26,Pen Pack,Stationery,East,Customer 46,1,8.24,8.24
2319,2024-06-26,Standing Desk,Furniture,West,Customer 8,5,378.19,1890.95
2320,2024-06-26,Notebook Set,Stationery,West,Customer 15,3,12.17,36.51
2321,2024-06-26,Whiteboard,Stationery,South,Customer 55,4,58.36,233.44
2322,2024-06-27,Mechanical Keyboard,Electronics,North,Customer 44,4,96.46,385.84
2323,2024-06-27,Pen Pack,Stationery,North,Customer 8,6,7.41,44.46
2324,2024-06-27,USB-C Hub,Electronics,North,Customer 48,4,40.01,160.04
2325,2024-06-27,USB-C Hub,Electronics,South,Customer 39,1,39.64,39.64
2326,2024-06-27,Notebook Set,Stationery,West,Customer 18,1,11.5,11.5
2327,2024-06-28,Filing Cabinet,Furniture,West,Customer 23,5,157.26,786.3
2328,2024-06-28,Pen Pack,Stationery,West,Customer 33,6,8.41,50.46
2329,2024-06-28,Standing Desk,Furniture,East,Customer 32,2,382.2,764.4
2330,2024-06-28,Pen Pack,Stationery,North,Customer 48,2,8.46,16.92
2331,2024-06-28,Wireless Mouse,Electronics,South,Customer 25,1,25.61,25.61
2332,2024-06-28,Bluetooth Speaker,Electronics,Central,Customer 7,6,54.0,324.0
2333,2024-06-28,Mechanical Keyboard,Electronics,West,Customer 13,6,92.47,554.82
2334,2024-06-28,Standing Desk,Furniture,Central,Customer 22,6,358.57,2151.42
2335,2024-06-29,Whiteboard,Stationery,West,Customer 57,5,54.27,271.35
2336,2024-06-29,Mechanical Keyboard,Electronics,West,Customer 30,4,86.06,344.24
2337,2024-06-29,Wireless Mouse,Electronics,East,Customer 57,1,23.61,23.61
2338,2024-06-30,Filing Cabinet,Furniture,West,Customer 32,2,153.43,306.86
2339,2024-06-30,Mechanical Keyboard,Electronics,Central,Customer 37,5,90.84,454.2
2340,2024-06-30,Pen Pack,Stationery,North,Customer 26,4,8.32,33.28
2341,2024-06-30,Standing Desk,Furniture,East,Customer 50,4,366.72,1466.88
2342,2024-07-01,Standing Desk,Furniture,South,Customer 54,3,320.37,961.11
2343,2024-07-01,Desk Lamp,Furniture,East,Customer 25,3,49.61,148.83
2344,2024-07-01,Mechanical Keyboard,Electronics,East,Customer 4,4,83.83,335.32
2345,2024-07-01,Webcam HD,Electronics,Central,Customer 6,2,67.33,134.66
2346,2024-07-01,Filing Cabinet,Furniture,South,Customer 2,1,167.59,167.59
2347,2024-07-01,Whiteboard,Stationery,West,Customer 37,3,54.56,163.68
2348,2024-07-01,Whiteboard,Stationery,Central,Customer 2,4,58.0,232.0
2349,2024-07-01,Desk Lamp,Furniture,North,Customer 52,4,46.92,187.68
